text,intent,entities
Je souhaite obtenir mon trajet Reims vers Pobè,TRIP,"[{""start"": 31, ""end"": 36, ""label"": ""Departure""}, {""start"": 42, ""end"": 46, ""label"": ""Destination""}]"
Y a-t-il un train Montreuil-Tchaourou,NOT_TRIP,[]
Pouvez-vous me donner un billet de Brest à Strasbourg,NOT_TRIP,[]
Je souhaite obtenir mon trajet Limoges vers Parakou,TRIP,"[{""start"": 31, ""end"": 38, ""label"": ""Departure""}, {""start"": 44, ""end"": 51, ""label"": ""Destination""}]"
Je désire un trajet de Toulon à Villeurbanne,TRIP,"[{""start"": 23, ""end"": 29, ""label"": ""Departure""}, {""start"": 32, ""end"": 44, ""label"": ""Destination""}]"
Je cherche un train Allada Amiens,NOT_TRIP,[]
Je compte partir de Boulogne-Billancourt vers Le Mans,TRIP,"[{""start"": 20, ""end"": 40, ""label"": ""Departure""}, {""start"": 46, ""end"": 53, ""label"": ""Destination""}]"
Quel est le meilleur moyen pour aller de Toulouse vers Reims,TRIP,"[{""start"": 41, ""end"": 49, ""label"": ""Departure""}, {""start"": 55, ""end"": 60, ""label"": ""Destination""}]"
Ich muss nach Frankfurt,NOT_FRENCH,[]
Je rentre à Le Mans depuis Ouidah,TRIP,"[{""start"": 27, ""end"": 33, ""label"": ""Departure""}, {""start"": 12, ""end"": 19, ""label"": ""Destination""}]"
Quanto custa ir a Coimbra?,NOT_FRENCH,[]
Quels sont les horaires de train pour Toulon Angers,NOT_TRIP,[]
Je me déplace la semaine prochaine de Marseille à Kétou,TRIP,"[{""start"": 38, ""end"": 47, ""label"": ""Departure""}, {""start"": 50, ""end"": 55, ""label"": ""Destination""}]"
Je veux aller de Toulon à Nîmes,TRIP,"[{""start"": 17, ""end"": 23, ""label"": ""Departure""}, {""start"": 26, ""end"": 31, ""label"": ""Destination""}]"
!!!???,UNKNOWN,[]
grrr,UNKNOWN,[]
Je veux un billet Villeurbanne Cotonou,NOT_TRIP,[]
Quels sont les horaires de train pour Annecy Dijon,NOT_TRIP,[]
Je veux aller de Lokossa à Paris,TRIP,"[{""start"": 17, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 32, ""label"": ""Destination""}]"
Necesito ir a Sevilla,NOT_FRENCH,[]
xD xD xD,UNKNOWN,[]
Quel est le meilleur moyen pour aller de Malanville vers Porto-Novo,TRIP,"[{""start"": 41, ""end"": 51, ""label"": ""Departure""}, {""start"": 57, ""end"": 67, ""label"": ""Destination""}]"
Quiero un billete para Madrid,NOT_FRENCH,[]
Danke schön,NOT_FRENCH,[]
Y a-t-il encore de la place Savé - Nancy,NOT_TRIP,[]
Bonne journée,NOT_TRIP,[]
À quelle heure y a-t-il des trains de Tchaourou à Bassila,NOT_TRIP,[]
Je dois me rendre de Kétou à Annecy,TRIP,"[{""start"": 21, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 35, ""label"": ""Destination""}]"
qsdfghjklm,UNKNOWN,[]
Je pars demain de Toulouse à Angers,TRIP,"[{""start"": 18, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 35, ""label"": ""Destination""}]"
Ich muss nach Frankfurt,NOT_FRENCH,[]
Necesito ir a Sevilla,NOT_FRENCH,[]
Je compte partir de Porto-Novo vers Clermont-Ferrand,TRIP,"[{""start"": 20, ""end"": 30, ""label"": ""Departure""}, {""start"": 36, ""end"": 52, ""label"": ""Destination""}]"
de Montpellier vers Perpignan,TRIP,"[{""start"": 3, ""end"": 14, ""label"": ""Departure""}, {""start"": 20, ""end"": 29, ""label"": ""Destination""}]"
Je désire un trajet de Saint-Denis à Toulouse,TRIP,"[{""start"": 23, ""end"": 34, ""label"": ""Departure""}, {""start"": 37, ""end"": 45, ""label"": ""Destination""}]"
Billet de Boulogne-Billancourt à Pobè,NOT_TRIP,[]
Bonne journée,NOT_TRIP,[]
oklm,UNKNOWN,[]
Comment aller de Besançon à Parakou,TRIP,"[{""start"": 17, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 35, ""label"": ""Destination""}]"
de Ouidah vers Lille,TRIP,"[{""start"": 3, ""end"": 9, ""label"": ""Departure""}, {""start"": 15, ""end"": 20, ""label"": ""Destination""}]"
Necesito ir a Sevilla,NOT_FRENCH,[]
Je pars de Besançon vers Brest pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 19, ""label"": ""Departure""}, {""start"": 25, ""end"": 30, ""label"": ""Destination""}]"
Je dois me rendre de Argenteuil à Clermont-Ferrand,TRIP,"[{""start"": 21, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 50, ""label"": ""Destination""}]"
hahaha,UNKNOWN,[]
Quels sont les horaires Djougou Parakou,NOT_TRIP,[]
Comment prendre un billet Angers Nikki,NOT_TRIP,[]
bg,UNKNOWN,[]
Hoeveel kost het om naar Utrecht te gaan?,NOT_FRENCH,[]
Horaires de train Nîmes - Villeurbanne,NOT_TRIP,[]
Je cherche un train Nancy Amiens,NOT_TRIP,[]
Horaires de train Pobè - Nikki,NOT_TRIP,[]
Merci pour votre aide,NOT_TRIP,[]
Grazie mille,NOT_FRENCH,[]
lol lol lol,UNKNOWN,[]
Quel est le numéro du service client,NOT_TRIP,[]
Je souhaite me déplacer de Caen à Bordeaux,TRIP,"[{""start"": 27, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 42, ""label"": ""Destination""}]"
de Bordeaux vers Rennes,TRIP,"[{""start"": 3, ""end"": 11, ""label"": ""Departure""}, {""start"": 17, ""end"": 23, ""label"": ""Destination""}]"
Je compte partir de Porto-Novo vers Rouen,TRIP,"[{""start"": 20, ""end"": 30, ""label"": ""Departure""}, {""start"": 36, ""end"": 41, ""label"": ""Destination""}]"
Pouvez-vous me donner un billet de Bohicon à Nikki,NOT_TRIP,[]
Je dois effectuer le trajet Kétou Pobè,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 34, ""end"": 38, ""label"": ""Destination""}]"
...........,UNKNOWN,[]
C'est combien pour aller de Toulon à Rennes,NOT_TRIP,[]
Quel est le numéro du service client,NOT_TRIP,[]
de Toulon à Villeurbanne,TRIP,"[{""start"": 3, ""end"": 9, ""label"": ""Departure""}, {""start"": 12, ""end"": 24, ""label"": ""Destination""}]"
Je dois me rendre de Ouidah à Tours,TRIP,"[{""start"": 21, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 35, ""label"": ""Destination""}]"
Je souhaite obtenir mon trajet Orléans vers Tours,TRIP,"[{""start"": 31, ""end"": 38, ""label"": ""Departure""}, {""start"": 44, ""end"": 49, ""label"": ""Destination""}]"
Can you help me find a train?,NOT_FRENCH,[]
Je souhaite me déplacer de Boulogne-Billancourt à Nîmes,TRIP,"[{""start"": 27, ""end"": 47, ""label"": ""Departure""}, {""start"": 50, ""end"": 55, ""label"": ""Destination""}]"
Trajet de Toulouse à Perpignan pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 18, ""label"": ""Departure""}, {""start"": 21, ""end"": 30, ""label"": ""Destination""}]"
Quel est le prix du billet Nice Tchaourou,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Toulouse Grenoble,TRIP,"[{""start"": 44, ""end"": 52, ""label"": ""Departure""}, {""start"": 53, ""end"": 61, ""label"": ""Destination""}]"
Wann fährt der Zug ab?,NOT_FRENCH,[]
"Good morning, I need assistance",NOT_FRENCH,[]
Comment puis-je vous contacter,NOT_TRIP,[]
bla bla bla,UNKNOWN,[]
Comment aller de Kétou à Nice,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 29, ""label"": ""Destination""}]"
Je veux aller de Strasbourg à Rouen,TRIP,"[{""start"": 17, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 35, ""label"": ""Destination""}]"
Aller de Villeurbanne vers Bordeaux,TRIP,"[{""start"": 9, ""end"": 21, ""label"": ""Departure""}, {""start"": 27, ""end"": 35, ""label"": ""Destination""}]"
bla bla bla,UNKNOWN,[]
Quiero un billete para Madrid,NOT_FRENCH,[]
Orléans / Mulhouse,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 18, ""label"": ""Destination""}]"
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
Combien coûte Tchaourou - Malanville,NOT_TRIP,[]
Puis-je commander un aller simple pour Kétou Nice,NOT_TRIP,[]
¿A qué hora sale el tren?,NOT_FRENCH,[]
Guten Tag,NOT_FRENCH,[]
Les horaires pour aller de Ouidah à Reims,NOT_TRIP,[]
Prix du trajet Marseille Bohicon,NOT_TRIP,[]
Bonne journée,NOT_TRIP,[]
Quels sont les horaires de train pour Cotonou Annecy,NOT_TRIP,[]
Je me déplace la semaine prochaine de Montreuil à Savé,TRIP,"[{""start"": 38, ""end"": 47, ""label"": ""Departure""}, {""start"": 50, ""end"": 54, ""label"": ""Destination""}]"
depuis Besançon jusqu'à Montpellier,TRIP,"[{""start"": 7, ""end"": 15, ""label"": ""Departure""}, {""start"": 24, ""end"": 35, ""label"": ""Destination""}]"
Je voyage ce soir de Montreuil vers Savé,TRIP,"[{""start"": 21, ""end"": 30, ""label"": ""Departure""}, {""start"": 36, ""end"": 40, ""label"": ""Destination""}]"
quoi?,UNKNOWN,[]
bla bla bla,UNKNOWN,[]
Guten Tag,NOT_FRENCH,[]
Je désire un aller-retour de Abomey vers Lyon,NOT_TRIP,[]
Il faut que j'aille de Toulouse à Villeurbanne,TRIP,"[{""start"": 23, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 46, ""label"": ""Destination""}]"
Pouvez-vous me transférer le document,NOT_TRIP,[]
Quels trains sont disponibles de Tchaourou à Mulhouse,NOT_TRIP,[]
Je voyage ce soir de Savé vers Annecy,TRIP,"[{""start"": 21, ""end"": 25, ""label"": ""Departure""}, {""start"": 31, ""end"": 37, ""label"": ""Destination""}]"
Je pars de Bohicon vers Metz pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 18, ""label"": ""Departure""}, {""start"": 24, ""end"": 28, ""label"": ""Destination""}]"
de Besançon vers Angers,TRIP,"[{""start"": 3, ""end"": 11, ""label"": ""Departure""}, {""start"": 17, ""end"": 23, ""label"": ""Destination""}]"
Avez-vous des places disponibles pour Malanville Orléans,NOT_TRIP,[]
Je dois effectuer le trajet Villeurbanne Nantes,TRIP,"[{""start"": 28, ""end"": 40, ""label"": ""Departure""}, {""start"": 41, ""end"": 47, ""label"": ""Destination""}]"
Je voyage ce soir de Strasbourg vers Abomey,TRIP,"[{""start"": 21, ""end"": 31, ""label"": ""Departure""}, {""start"": 37, ""end"": 43, ""label"": ""Destination""}]"
Comment aller de Le Havre à Orléans,TRIP,"[{""start"": 17, ""end"": 25, ""label"": ""Departure""}, {""start"": 28, ""end"": 35, ""label"": ""Destination""}]"
Quel est le prix du billet Sakété Abomey,NOT_TRIP,[]
Il faut que j'aille de Marseille à Lyon,TRIP,"[{""start"": 23, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 39, ""label"": ""Destination""}]"
Je dois effectuer le trajet Angers Villeurbanne,TRIP,"[{""start"": 28, ""end"": 34, ""label"": ""Departure""}, {""start"": 35, ""end"": 47, ""label"": ""Destination""}]"
À quelle heure part le train de Metz à Lille,NOT_TRIP,[]
À quelle heure part le train de Savé à Lille,NOT_TRIP,[]
Je souhaite obtenir mon trajet Kandi vers Bassila,TRIP,"[{""start"": 31, ""end"": 36, ""label"": ""Departure""}, {""start"": 42, ""end"": 49, ""label"": ""Destination""}]"
Comment prendre un billet Orléans Annecy,NOT_TRIP,[]
Buenos días,NOT_FRENCH,[]
Je cherche un train Angers Saint-Denis,NOT_TRIP,[]
Hoeveel kost het om naar Utrecht te gaan?,NOT_FRENCH,[]
Y a-t-il un train Perpignan-Angers,NOT_TRIP,[]
de Kandi à Parakou,TRIP,"[{""start"": 3, ""end"": 8, ""label"": ""Departure""}, {""start"": 11, ""end"": 18, ""label"": ""Destination""}]"
Danke schön,NOT_FRENCH,[]
À quelle heure y a-t-il des trains de Lyon à Porto-Novo,NOT_TRIP,[]
Preciso ir a Braga,NOT_FRENCH,[]
Quero um bilhete para Porto,NOT_FRENCH,[]
Pourrais-je avoir un trajet Cotonou - Nantes,TRIP,"[{""start"": 28, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 44, ""label"": ""Destination""}]"
Hoe laat vertrekt de trein?,NOT_FRENCH,[]
Puis-je commander un aller simple pour Angers Paris,NOT_TRIP,[]
!!!,UNKNOWN,[]
Quels trains sont disponibles de Rouen à Nice,NOT_TRIP,[]
Pouvez-vous me trouver un train de Boulogne-Billancourt à Grenoble,NOT_TRIP,[]
C'est possible d'aller de Savé à Toulon,TRIP,"[{""start"": 26, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 39, ""label"": ""Destination""}]"
Merci pour votre aide,NOT_TRIP,[]
Quels trains sont disponibles de Porto-Novo à Comè,NOT_TRIP,[]
Réservation Marseille → Clermont-Ferrand,NOT_TRIP,[]
Pourrais-je avoir un trajet Tchaourou - Paris,TRIP,"[{""start"": 28, ""end"": 37, ""label"": ""Departure""}, {""start"": 40, ""end"": 45, ""label"": ""Destination""}]"
Devo andare a Venezia,NOT_FRENCH,[]
Quiero un billete para Madrid,NOT_FRENCH,[]
???,UNKNOWN,[]
oklm,UNKNOWN,[]
Je désire un trajet de Cotonou à Clermont-Ferrand,TRIP,"[{""start"": 23, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 49, ""label"": ""Destination""}]"
De Natitingou jusqu'à Tchaourou,TRIP,"[{""start"": 3, ""end"": 13, ""label"": ""Departure""}, {""start"": 22, ""end"": 31, ""label"": ""Destination""}]"
Je veux un billet Lille Nîmes,NOT_TRIP,[]
Quels trains sont disponibles de Boulogne-Billancourt à Porto-Novo,NOT_TRIP,[]
Je vais de Tours à Marseille pour affaires,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 19, ""end"": 28, ""label"": ""Destination""}]"
Je souhaite me déplacer de Lyon à Nikki,TRIP,"[{""start"": 27, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 39, ""label"": ""Destination""}]"
grrr,UNKNOWN,[]
Il faut que j'aille de Le Havre à Saint-Denis,TRIP,"[{""start"": 23, ""end"": 31, ""label"": ""Departure""}, {""start"": 34, ""end"": 45, ""label"": ""Destination""}]"
De Argenteuil jusqu'à Reims,TRIP,"[{""start"": 3, ""end"": 13, ""label"": ""Departure""}, {""start"": 22, ""end"": 27, ""label"": ""Destination""}]"
Je compte partir de Malanville vers Bordeaux,TRIP,"[{""start"": 20, ""end"": 30, ""label"": ""Departure""}, {""start"": 36, ""end"": 44, ""label"": ""Destination""}]"
C'est combien pour aller de Mulhouse à Nancy,NOT_TRIP,[]
Thank you very much,NOT_FRENCH,[]
Pourrais-je avoir un trajet Tours - Parakou,TRIP,"[{""start"": 28, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 43, ""label"": ""Destination""}]"
Vorrei un biglietto per Milano,NOT_FRENCH,[]
Trajet de Ouidah à Besançon pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 16, ""label"": ""Departure""}, {""start"": 19, ""end"": 27, ""label"": ""Destination""}]"
Je rentre à Lille depuis Aix-en-Provence,TRIP,"[{""start"": 25, ""end"": 40, ""label"": ""Departure""}, {""start"": 12, ""end"": 17, ""label"": ""Destination""}]"
Je désire un trajet de Rennes à Porto-Novo,TRIP,"[{""start"": 23, ""end"": 29, ""label"": ""Departure""}, {""start"": 32, ""end"": 42, ""label"": ""Destination""}]"
Natitingou - Le Mans,TRIP,"[{""start"": 0, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 20, ""label"": ""Destination""}]"
Puis-je commander un aller simple pour Le Mans Villeurbanne,NOT_TRIP,[]
Je souhaite obtenir mon trajet Natitingou vers Perpignan,TRIP,"[{""start"": 31, ""end"": 41, ""label"": ""Departure""}, {""start"": 47, ""end"": 56, ""label"": ""Destination""}]"
A que horas sai o comboio?,NOT_FRENCH,[]
Quanto custa ir a Coimbra?,NOT_FRENCH,[]
lol lol lol,UNKNOWN,[]
Pouvez-vous me trouver un train de Le Havre à Kandi,NOT_TRIP,[]
quoi?,UNKNOWN,[]
À quelle heure y a-t-il des trains de Montpellier à Strasbourg,NOT_TRIP,[]
Avez-vous des trains pour Nancy Nîmes,NOT_TRIP,[]
Réservation Kétou → Bassila,NOT_TRIP,[]
Quels trains sont disponibles de Orléans à Allada,NOT_TRIP,[]
Billet de Limoges à Nancy,NOT_TRIP,[]
À quelle heure y a-t-il des trains de Comè à Sakété,NOT_TRIP,[]
!!!,UNKNOWN,[]
Je voyage ce soir de Boulogne-Billancourt vers Nantes,TRIP,"[{""start"": 21, ""end"": 41, ""label"": ""Departure""}, {""start"": 47, ""end"": 53, ""label"": ""Destination""}]"
Réservation Saint-Denis → Bohicon,NOT_TRIP,[]
De Aix-en-Provence à Abomey,TRIP,"[{""start"": 3, ""end"": 18, ""label"": ""Departure""}, {""start"": 21, ""end"": 27, ""label"": ""Destination""}]"
Un billet pour Montpellier Abomey,NOT_TRIP,[]
Limoges / Ouidah,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 16, ""label"": ""Destination""}]"
!!!???,UNKNOWN,[]
Je souhaite obtenir mon trajet Djougou vers Tchaourou,TRIP,"[{""start"": 31, ""end"": 38, ""label"": ""Departure""}, {""start"": 44, ""end"": 53, ""label"": ""Destination""}]"
Prix du trajet Caen Ouidah,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Sakété Bordeaux,TRIP,"[{""start"": 44, ""end"": 50, ""label"": ""Departure""}, {""start"": 51, ""end"": 59, ""label"": ""Destination""}]"
Je me déplace la semaine prochaine de Dijon à Bohicon,TRIP,"[{""start"": 38, ""end"": 43, ""label"": ""Departure""}, {""start"": 46, ""end"": 53, ""label"": ""Destination""}]"
Pourrais-je avoir un trajet Natitingou - Sakété,TRIP,"[{""start"": 28, ""end"": 38, ""label"": ""Departure""}, {""start"": 41, ""end"": 47, ""label"": ""Destination""}]"
Je vais de Clermont-Ferrand à Bohicon pour affaires,TRIP,"[{""start"": 11, ""end"": 27, ""label"": ""Departure""}, {""start"": 30, ""end"": 37, ""label"": ""Destination""}]"
Je voudrais confirmer ma réunion,NOT_TRIP,[]
de Le Mans à Abomey,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 19, ""label"": ""Destination""}]"
Je veux aller de Nikki à Kétou,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 30, ""label"": ""Destination""}]"
Je veux aller de Kandi à Le Havre,TRIP,"[{""start"": 17, ""end"": 22, ""label"": ""Departure""}, {""start"": 25, ""end"": 33, ""label"": ""Destination""}]"
wxcvbn,UNKNOWN,[]
Je souhaite obtenir mon trajet Nantes vers Toulouse,TRIP,"[{""start"": 31, ""end"": 37, ""label"": ""Departure""}, {""start"": 43, ""end"": 51, ""label"": ""Destination""}]"
Il faut que j'aille de Parakou à Rennes,TRIP,"[{""start"": 23, ""end"": 30, ""label"": ""Departure""}, {""start"": 33, ""end"": 39, ""label"": ""Destination""}]"
Há um comboio para Lisboa?,NOT_FRENCH,[]
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Je souhaite me déplacer de Toulouse à Amiens,TRIP,"[{""start"": 27, ""end"": 35, ""label"": ""Departure""}, {""start"": 38, ""end"": 44, ""label"": ""Destination""}]"
Quel est le prix du billet Tchaourou Brest,NOT_TRIP,[]
Est-ce que je peux réserver pour Cotonou Paris,NOT_TRIP,[]
Obrigado,NOT_FRENCH,[]
J'aimerais aller de Saint-Étienne à Grenoble,TRIP,"[{""start"": 20, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 44, ""label"": ""Destination""}]"
Aller de Bohicon vers Bordeaux,TRIP,"[{""start"": 9, ""end"": 16, ""label"": ""Departure""}, {""start"": 22, ""end"": 30, ""label"": ""Destination""}]"
Avez-vous des disponibilités pour un trajet Boulogne-Billancourt Dijon,TRIP,"[{""start"": 44, ""end"": 64, ""label"": ""Departure""}, {""start"": 65, ""end"": 70, ""label"": ""Destination""}]"
bla bla bla,UNKNOWN,[]
Je rentre à Sakété depuis Rouen,TRIP,"[{""start"": 26, ""end"": 31, ""label"": ""Departure""}, {""start"": 12, ""end"": 18, ""label"": ""Destination""}]"
Combien coûte Kétou - Amiens,NOT_TRIP,[]
Wie viel kostet es nach Hamburg?,NOT_FRENCH,[]
Je pars de Bassila vers Nancy pour voir ma famille,TRIP,"[{""start"": 11, ""end"": 18, ""label"": ""Departure""}, {""start"": 24, ""end"": 29, ""label"": ""Destination""}]"
A che ora parte il treno?,NOT_FRENCH,[]
Y a-t-il un train Parakou-Kétou,NOT_TRIP,[]
C'est possible d'aller de Nantes à Natitingou,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 45, ""label"": ""Destination""}]"
Quel est le numéro du service client,NOT_TRIP,[]
Comment commander un billet Aix-en-Provence Bassila,NOT_TRIP,[]
A que horas sai o comboio?,NOT_FRENCH,[]
de Limoges à Nancy,TRIP,"[{""start"": 3, ""end"": 10, ""label"": ""Departure""}, {""start"": 13, ""end"": 18, ""label"": ""Destination""}]"
Je dois aller de Le Mans à Parakou pour raison professionnelle,TRIP,"[{""start"": 17, ""end"": 24, ""label"": ""Departure""}, {""start"": 27, ""end"": 34, ""label"": ""Destination""}]"
Goedemorgen,NOT_FRENCH,[]
Danke schön,NOT_FRENCH,[]
Comment commander un billet Malanville Nice,NOT_TRIP,[]
A que horas sai o comboio?,NOT_FRENCH,[]
Merci pour votre aide,NOT_TRIP,[]
Je dois me rendre de Bohicon à Mulhouse,TRIP,"[{""start"": 21, ""end"": 28, ""label"": ""Departure""}, {""start"": 31, ""end"": 39, ""label"": ""Destination""}]"
uzww,UNKNOWN,[]
C'est possible d'aller de Rennes à Lille,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 40, ""label"": ""Destination""}]"
azertyuiop,UNKNOWN,[]
Je voudrais confirmer ma réunion,NOT_TRIP,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
Kandi → Orléans,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 15, ""label"": ""Destination""}]"
J'ai besoin d'un compte-rendu,NOT_TRIP,[]
Merci pour votre aide,NOT_TRIP,[]
Je vais de Comè à Le Havre pour affaires,TRIP,"[{""start"": 11, ""end"": 15, ""label"": ""Departure""}, {""start"": 18, ""end"": 26, ""label"": ""Destination""}]"
De Besançon jusqu'à Perpignan,TRIP,"[{""start"": 3, ""end"": 11, ""label"": ""Departure""}, {""start"": 20, ""end"": 29, ""label"": ""Destination""}]"
Tchaourou - Besançon,TRIP,"[{""start"": 0, ""end"": 9, ""label"": ""Departure""}, {""start"": 12, ""end"": 20, ""label"": ""Destination""}]"
Je désire un trajet de Nantes à Annecy,TRIP,"[{""start"": 23, ""end"": 29, ""label"": ""Departure""}, {""start"": 32, ""end"": 38, ""label"": ""Destination""}]"
Quels trains sont disponibles de Porto-Novo à Saint-Denis,NOT_TRIP,[]
Je cherche un train Lokossa Le Havre,NOT_TRIP,[]
Il reste des places pour Metz Malanville,NOT_TRIP,[]
Quel est le meilleur moyen pour aller de Toulouse vers Bassila,TRIP,"[{""start"": 41, ""end"": 49, ""label"": ""Departure""}, {""start"": 55, ""end"": 62, ""label"": ""Destination""}]"
Necesito ir a Sevilla,NOT_FRENCH,[]
Bom dia,NOT_FRENCH,[]
Comment prendre un billet Kandi Saint-Étienne,NOT_TRIP,[]
Avez-vous des disponibilités pour un trajet Grenoble Aix-en-Provence,TRIP,"[{""start"": 44, ""end"": 52, ""label"": ""Departure""}, {""start"": 53, ""end"": 68, ""label"": ""Destination""}]"
Comment prendre un billet Le Mans Angers,NOT_TRIP,[]
Je dois effectuer le trajet Boulogne-Billancourt Rennes,TRIP,"[{""start"": 28, ""end"": 48, ""label"": ""Departure""}, {""start"": 49, ""end"": 55, ""label"": ""Destination""}]"
hahaha,UNKNOWN,[]
Réservation Savé → Metz,NOT_TRIP,[]
Merci pour votre aide,NOT_TRIP,[]
C'est possible d'aller de Rennes à Saint-Denis,TRIP,"[{""start"": 26, ""end"": 32, ""label"": ""Departure""}, {""start"": 35, ""end"": 46, ""label"": ""Destination""}]"
depuis Montpellier jusqu'à Villeurbanne,TRIP,"[{""start"": 7, ""end"": 18, ""label"": ""Departure""}, {""start"": 27, ""end"": 39, ""label"": ""Destination""}]"
Je vais de Grenoble à Ouidah pour affaires,TRIP,"[{""start"": 11, ""end"": 19, ""label"": ""Departure""}, {""start"": 22, ""end"": 28, ""label"": ""Destination""}]"
Quel est le meilleur moyen pour aller de Bassila vers Saint-Étienne,TRIP,"[{""start"": 41, ""end"": 48, ""label"": ""Departure""}, {""start"": 54, ""end"": 67, ""label"": ""Destination""}]"
Félicitations pour votre travail,NOT_TRIP,[]
Billet de Angers à Allada,NOT_TRIP,[]
Quiero un billete para Madrid,NOT_FRENCH,[]
Tours → Le Mans,TRIP,"[{""start"": 0, ""end"": 5, ""label"": ""Departure""}, {""start"": 8, ""end"": 15, ""label"": ""Destination""}]"
"Good morning, I need assistance",NOT_FRENCH,[]
"Ein Zug nach Stuttgart, bitte",NOT_FRENCH,[]
How much does it cost to go to Edinburgh?,NOT_FRENCH,[]
!!!???,UNKNOWN,[]
Quel est le prix du billet Caen Montreuil,NOT_TRIP,[]
Je vais de Nancy à Reims pour affaires,TRIP,"[{""start"": 11, ""end"": 16, ""label"": ""Departure""}, {""start"": 19, ""end"": 24, ""label"": ""Destination""}]"
!!!,UNKNOWN,[]
Thank you very much,NOT_FRENCH,[]
Trajet de Clermont-Ferrand à Kétou pour raison personnelle,TRIP,"[{""start"": 10, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 34, ""label"": ""Destination""}]"
Quanto costa andare a Firenze?,NOT_FRENCH,[]
J'aimerais une réservation Clermont-Ferrand - Le Mans,NOT_TRIP,[]
Je désire un aller-retour de Toulon vers Besançon,NOT_TRIP,[]
Thank you very much,NOT_FRENCH,[]
Prix du trajet Clermont-Ferrand Nancy,NOT_TRIP,[]
Je souhaite me déplacer de Amiens à Rouen,TRIP,"[{""start"": 27, ""end"": 33, ""label"": ""Departure""}, {""start"": 36, ""end"": 41, ""label"": ""Destination""}]"
bla bla bla,UNKNOWN,[]
Je me déplace la semaine prochaine de Perpignan à Paris,TRIP,"[{""start"": 38, ""end"": 47, ""label"": ""Departure""}, {""start"": 50, ""end"": 55, ""label"": ""Destination""}]"
"Good morning, I need assistance",NOT_FRENCH,[]
Quels trains sont disponibles de Montpellier à Marseille,NOT_TRIP,[]
Je désire un aller-retour de Dijon vers Pobè,NOT_TRIP,[]
Trains disponibles Boulogne-Billancourt → Rennes,NOT_TRIP,[]
Comment puis-je vous contacter,NOT_TRIP,[]
Can you help me find a train?,NOT_FRENCH,[]
...........,UNKNOWN,[]
J'aimerais aller de Annecy à Reims,TRIP,"[{""start"": 20, ""end"": 26, ""label"": ""Departure""}, {""start"": 29, ""end"": 34, ""label"": ""Destination""}]"
uzww,UNKNOWN,[]
Prix du trajet Allada Toulouse,NOT_TRIP,[]
Limoges / Reims,TRIP,"[{""start"": 0, ""end"": 7, ""label"": ""Departure""}, {""start"": 10, ""end"": 15, ""label"": ""Destination""}]"
Les horaires pour aller de Tours à Le Mans,NOT_TRIP,[]
